vendor_id,vendor_name,vendor_type,location,VPI_Score,VPI_Category,low_vpi_risk_prob,risk_level,deterioration_risk_flag,avg_delay_days,delay_frequency,rejection_rate_pct,avg_payment_delay,payment_risk_ratio,penalty_cases,contract_value_lakhs,last_delivery_month,Action_Priority,Action_Owner,Action_Status,Action_DueDate,Recommended_Action,Action_Reason,ops_priority_score,scm_priority_score,wc_exposure_lakhs_base,msme_flag,relationship_years,max_delay_days,avg_planned_days,total_invoice_amount,risk_target
V0011,Vendor_V0011,Infra,Mumbai,46.77,Low,0.9921004430495011,Critical,1,2.75,0.5,5.89,9.2,0.1,3,315,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + Penalty exposure,1.5339368421052633,4.685276712328766,0.9527671232876712,0,1,9,32.958333333333336,1262,1
V0012,Vendor_V0012,Services,Chennai,37.84,Low,0.9963191881088076,Critical,1,3.875,0.7916666666666666,5.47,8.318181818181818,0.0909090909090909,4,316,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + Penalty exposure,2.0859828320802007,4.247781569115816,0.8641793275217933,0,12,12,34.458333333333336,1664,1
V0013,Vendor_V0013,Services,Pune,46.86,Low,0.966024270705296,Critical,1,4.958333333333333,0.875,4.73,7.0,0.0,2,745,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + Penalty exposure,2.5948291979949873,3.4214520547945204,1.7145205479452055,0,14,11,34.291666666666664,1265,1
V0014,Vendor_V0014,Infra,Bangalore,62.83,Medium,0.019820309103575833,Low,0,1.4583333333333333,0.375,6.38,6.142857142857143,0.0714285714285714,2,798,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Penalty exposure + Payment delays,0.97265,3.275447358121331,1.6116164383561644,1,8,7,38.16666666666666,1966,0
V0015,Vendor_V0015,Infra,Pune,39.19,Low,0.9956016307095398,Critical,1,3.2916666666666665,0.8333333333333334,6.31,8.666666666666666,0.1111111111111111,2,426,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + Penalty exposure,1.863908395989975,4.510269710806696,1.2138082191780821,1,3,8,36.04166666666666,1274,1
V0016,Vendor_V0016,Infra,Mumbai,53.97,Medium,0.3960719272396806,Low,0,2.5416666666666665,0.5416666666666666,5.33,7.588235294117647,0.1176470588235294,2,788,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Penalty exposure + Moderate delivery delay,1.4613567669172933,4.123057856567284,1.9658726833199032,1,8,9,36.083333333333336,999,0
V0017,Vendor_V0017,Infra,Bangalore,36.28,Low,0.9984824782664256,Critical,1,4.125,0.7916666666666666,6.51,8.25,0.2,1,632,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + Penalty exposure,2.2494823308270675,4.683919178082191,1.7141917808219178,0,5,10,33.041666666666664,1489,1
V0018,Vendor_V0018,OEM,Pune,72.21,Medium,0.000793645576141492,Low,0,0.875,0.3333333333333333,3.34,8.5,0.05,2,424,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Penalty exposure + Payment delays,0.5871830827067669,4.218487671232876,1.1848767123287673,0,1,7,37.0,1376,0
V0019,Vendor_V0019,OEM,Hyderabad,40.15,Low,0.999271549573809,Critical,1,5.25,0.8333333333333334,7.17,6.071428571428571,0.0,2,365,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + Severe delivery delay,2.7671363408521303,2.9050000000000002,0.7285714285714286,0,7,12,34.291666666666664,1508,1
V0020,Vendor_V0020,Infra,Delhi,41.52,Low,0.9584987102218736,Critical,1,3.125,0.75,5.3,8.65,0.2,2,641,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + Penalty exposure,1.7554129072681706,4.8747898630136985,1.8228986301369865,0,5,11,36.833333333333336,1188,1
V0021,Vendor_V0021,OEM,Mumbai,22.63,Low,0.999996044985435,Critical,1,5.458333333333333,0.9166666666666666,6.76,7.413793103448276,0.1379310344827586,5,439,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + Severe delivery delay,2.8698895989974935,4.0259678790741615,1.0700236183278224,0,6,13,33.375,1788,1
V0022,Vendor_V0022,Infra,Pune,59.27,Medium,0.018479822359237764,Low,0,2.1666666666666665,0.5833333333333334,4.82,7.071428571428571,0.0714285714285714,2,201,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Penalty exposure + Moderate delivery delay,1.2488606516290726,3.5788724070450098,0.4672954990215264,1,6,11,34.333333333333336,1711,0
V0023,Vendor_V0023,Infra,Mumbai,52.43,Medium,0.08883393211040867,Low,0,4.166666666666667,0.7916666666666666,2.53,7.142857142857143,0.0952380952380952,3,20,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Penalty exposure + Moderate delivery delay,2.1104864661654137,3.6523157208088715,0.04696673189823875,1,8,13,35.666666666666664,1357,0
V0024,Vendor_V0024,Infra,Mumbai,66.13,Medium,0.004792650263709335,Low,0,2.333333333333333,0.625,4.8,6.96,0.0,0,586,2024-12-31,P2 (Medium),Ops/SCM SPOC,Open,2026-05-10,Preventive fixes: improve discipline + monitor weekly,Moderate delivery delay + Payment delays,1.3557167919799495,3.2660896438356164,1.3408964383561643,0,9,8,38.125,1415,0
V0025,Vendor_V0025,OEM,Bangalore,51.91,Medium,0.18675473776111473,Low,0,4.25,0.7916666666666666,3.6,6.235294117647059,0.1176470588235294,2,390,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Penalty exposure + Moderate delivery delay,2.2032694235588974,3.3975954875100727,0.7994842868654313,1,2,12,37.125,1022,0
V0026,Vendor_V0026,Services,Bangalore,52.4,Medium,0.7586744188074386,High,1,3.4166666666666665,0.7083333333333334,5.88,6.666666666666667,0.0,2,680,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Predicted deterioration risk + Penalty exposure,1.8981731829573931,3.2490410958904112,1.4904109589041097,1,9,13,35.583333333333336,1632,0
V0027,Vendor_V0027,Infra,Delhi,63.25,Medium,0.002184252618556904,Low,0,4.166666666666667,0.75,4.33,3.931034482758621,0.0,1,450,2024-12-31,P2 (Medium),Ops/SCM SPOC,Open,2026-05-10,Preventive fixes: improve discipline + monitor weekly,Penalty exposure + Moderate delivery delay,2.1830954887218046,1.927123287671233,0.5815777042985357,0,12,11,32.833333333333336,1884,0
V0028,Vendor_V0028,OEM,Hyderabad,42.65,Low,0.9920329612146679,Critical,1,2.5,0.7083333333333334,6.85,9.482758620689657,0.0689655172413793,2,328,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + Penalty exposure,1.492718045112782,4.710878601794993,1.0225791213982052,1,11,13,32.25,1757,1
V0029,Vendor_V0029,OEM,Mumbai,53.08,Medium,0.21064474440639272,Low,0,1.4166666666666667,0.4583333333333333,5.75,9.5,0.1923076923076923,1,156,2024-12-31,P2 (Medium),Ops/SCM SPOC,Open,2026-05-10,Preventive fixes: improve discipline + monitor weekly,Penalty exposure + Payment delays,0.9114411027568923,5.096800210748156,0.48723287671232873,0,10,9,32.958333333333336,1858,0
V0030,Vendor_V0030,Infra,Pune,38.14,Low,0.9971707982989457,Critical,1,4.25,0.7916666666666666,5.79,8.533333333333333,0.1333333333333333,2,221,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + Penalty exposure,2.25838045112782,4.468667762557077,0.6200109589041095,0,9,14,35.666666666666664,1038,1
V0031,Vendor_V0031,OEM,Chennai,49.6,Low,0.5308554673956871,Moderate,0,5.291666666666667,0.9166666666666666,2.52,6.1875,0.0,4,455,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Severe delivery delay + Penalty exposure,2.6686921052631583,2.9769332191780826,0.9255821917808219,0,13,17,35.458333333333336,924,1
V0032,Vendor_V0032,Infra,Mumbai,31.87,Low,0.9997846375345345,Critical,1,4.458333333333333,0.9166666666666666,7.89,6.777777777777778,0.0555555555555555,3,332,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + High rejection / quality risk,2.4470853383458646,3.418424353120243,0.7397990867579909,1,10,13,30.875,1119,1
V0033,Vendor_V0033,Infra,Mumbai,49.67,Low,0.7120313362643673,High,1,2.708333333333333,0.7083333333333334,6.89,7.523809523809524,0.0476190476190476,1,136,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Predicted deterioration risk + Penalty exposure,1.5756379699248118,3.686021656881931,0.33640704500978474,0,10,6,35.25,1398,1
V0034,Vendor_V0034,Services,Delhi,56.42,Medium,0.17714442949354975,Low,0,1.625,0.4583333333333333,6.52,6.571428571428571,0.0714285714285714,3,685,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Penalty exposure + Payment delays,1.0614364661654137,3.455135029354208,1.4799217221135028,0,7,8,33.25,1890,0
V0035,Vendor_V0035,Services,Hyderabad,51.58,Medium,0.6954793667825456,High,0,4.291666666666667,0.875,3.31,7.052631578947368,0.0,3,594,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Predicted deterioration risk + Penalty exposure,2.2427680451127823,3.4114134102379237,1.3772919971160777,0,1,10,31.33333333333333,1006,0
V0036,Vendor_V0036,Services,Chennai,38.01,Low,0.9967985663740192,Critical,1,3.7916666666666665,0.8333333333333334,4.75,9.090909090909092,0.0909090909090909,4,263,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + Penalty exposure,2.0318953634085215,4.587696139476962,0.7860523038605232,0,7,12,35.541666666666664,1316,1
V0037,Vendor_V0037,Infra,Bangalore,73.41,Medium,7.374216731007116e-06,Low,0,1.5416666666666667,0.5,1.96,6.068965517241379,0.0689655172413793,3,556,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Penalty exposure + Payment delays,0.8873870927318296,3.1833511572980635,1.1093736419461502,1,10,6,33.541666666666664,2186,0
V0038,Vendor_V0038,Infra,Bangalore,47.32,Low,0.8781845807856478,Critical,1,3.9583333333333335,0.8333333333333334,4.77,7.85,0.1,1,621,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + Penalty exposure,2.1299264411027568,4.142769041095891,1.6026904109589042,1,5,17,35.375,1129,1
V0039,Vendor_V0039,OEM,Pune,61.87,Medium,0.00988154685949271,Low,0,2.9166666666666665,0.625,2.02,8.73076923076923,0.0769230769230769,2,94,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Penalty exposure + Moderate delivery delay,1.503989724310777,4.325058587987354,0.2698166491043203,0,6,13,35.25,1393,0
V0040,Vendor_V0040,OEM,Chennai,40.01,Low,0.9917840755876584,Critical,1,5.291666666666667,0.875,4.87,7.222222222222222,0.1111111111111111,2,405,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + Severe delivery delay,2.7277259398496243,3.8350532724505326,0.9616438356164385,0,10,14,38.0,1211,1
V0041,Vendor_V0041,Infra,Bangalore,57.66,Medium,0.06840177416155968,Low,0,2.4166666666666665,0.5833333333333334,5.54,6.714285714285714,0.0476190476190476,2,229,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Penalty exposure + Moderate delivery delay,1.3847150375939847,3.3386455316373125,0.5055029354207436,0,7,8,30.45833333333333,1108,0
V0042,Vendor_V0042,OEM,Pune,69.5,Medium,0.00010078145781517799,Low,0,1.875,0.5416666666666666,3.73,5.375,0.0,3,494,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Penalty exposure + Payment delays,1.0949357142857141,2.606045890410959,0.872958904109589,0,14,7,37.16666666666666,949,0
V0043,Vendor_V0043,Infra,Hyderabad,39.3,Low,0.998322983469752,Critical,1,5.291666666666667,0.875,4.49,8.275862068965518,0.1034482758620689,2,437,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + Severe delivery delay,2.7183309523809522,4.305107227208313,1.1890033065658951,0,5,14,38.04166666666666,1656,1
V0044,Vendor_V0044,Services,Pune,35.48,Low,0.9995754865168553,Critical,1,3.875,0.8333333333333334,7.13,9.538461538461538,0.1538461538461538,0,366,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + High rejection / quality risk,2.147248997493734,4.945544362486828,1.1477513171759748,0,7,11,34.708333333333336,1847,1
V0045,Vendor_V0045,Infra,Bangalore,69.34,Medium,0.00041338662449271537,Low,0,2.708333333333333,0.5833333333333334,1.76,7.827586206896552,0.0689655172413793,1,548,2024-12-31,P2 (Medium),Ops/SCM SPOC,Open,2026-05-10,Preventive fixes: improve discipline + monitor weekly,Penalty exposure + Moderate delivery delay,1.422552506265664,4.00481832782239,1.4102522437411433,0,9,8,35.625,2215,0
V0046,Vendor_V0046,OEM,Delhi,45.8,Low,0.9957694498167946,Critical,1,5.041666666666667,0.75,6.54,6.172413793103448,0.0344827586206896,1,659,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + Severe delivery delay,2.656240726817043,3.1320058573453,1.3372999527633445,1,3,16,33.291666666666664,1745,1
V0047,Vendor_V0047,Infra,Delhi,83.89,High,1.6336341927709332e-06,Low,0,0.9583333333333334,0.375,2.2,6.666666666666667,0.0,1,782,2024-12-31,P2 (Medium),Ops/SCM SPOC,Open,2026-05-10,Preventive fixes: improve discipline + monitor weekly,Penalty exposure + Payment delays,0.6212474937343359,3.2713972602739725,1.7139726027397262,1,8,5,34.541666666666664,851,0
V0048,Vendor_V0048,OEM,Delhi,53.69,Medium,0.14940953589665723,Low,0,5.083333333333333,0.875,1.26,8.0625,0.125,1,198,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Severe delivery delay + Penalty exposure,2.512706015037594,4.218108561643836,0.5248356164383562,0,2,11,33.958333333333336,1199,0
V0049,Vendor_V0049,OEM,Bangalore,52.97,Medium,0.04643044491669023,Low,0,3.583333333333333,0.8333333333333334,2.3,7.869565217391305,0.0869565217391304,3,201,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Penalty exposure + Moderate delivery delay,1.8607606516290724,3.997655985705778,0.5200381179273378,0,11,9,38.25,1421,0
V0050,Vendor_V0050,Infra,Delhi,56.84,Medium,0.14681856441706267,Low,0,2.4166666666666665,0.625,6.36,6.96,0.08,0,683,2024-12-31,P2 (Medium),Ops/SCM SPOC,Open,2026-05-10,Preventive fixes: improve discipline + monitor weekly,Moderate delivery delay + Payment delays,1.446094486215539,3.5682853698630135,1.5628536986301371,1,7,8,35.833333333333336,1712,0
V0051,Vendor_V0051,Services,Chennai,74.91,Medium,2.2348589936599164e-06,Low,0,1.4583333333333333,0.4583333333333333,3.84,4.583333333333333,0.0416666666666666,2,44,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Penalty exposure + Moderate quality risk,0.865873558897243,2.3149634703196345,0.0663013698630137,0,13,7,33.0,1557,0
V0052,Vendor_V0052,Services,Hyderabad,38.48,Low,0.9981011298013432,Critical,1,5.791666666666667,0.9166666666666666,7.11,5.133333333333334,0.0666666666666666,1,199,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + Severe delivery delay,3.0153520050125313,2.6769179908675795,0.33584657534246576,1,2,10,32.791666666666664,1113,1
V0053,Vendor_V0053,Services,Pune,60.98,Medium,0.0029980261022207,Low,0,1.9166666666666667,0.6666666666666666,4.67,6.5,0.05,2,729,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Penalty exposure + Payment delays,1.1816100250626564,3.355786301369863,1.55786301369863,1,14,9,34.541666666666664,1221,0
V0054,Vendor_V0054,Services,Pune,74.69,Medium,3.9528297200475464e-05,Low,0,1.9583333333333333,0.5416666666666666,1.16,8.0625,0.0625,1,520,2024-12-31,P2 (Medium),Ops/SCM SPOC,Open,2026-05-10,Preventive fixes: improve discipline + monitor weekly,Penalty exposure + Payment delays,1.0569647869674186,4.084710616438357,1.3783561643835618,0,4,9,34.708333333333336,819,0
V0055,Vendor_V0055,OEM,Bangalore,56.16,Medium,0.328527548057412,Low,0,3.625,0.6666666666666666,6.02,6.0,0.0,1,180,2024-12-31,P2 (Medium),Ops/SCM SPOC,Open,2026-05-10,Preventive fixes: improve discipline + monitor weekly,Penalty exposure + Moderate delivery delay,1.9564615288220553,2.8355068493150686,0.3550684931506849,0,7,10,33.916666666666664,1766,0
V0056,Vendor_V0056,Services,Delhi,75.85,High,6.451580659302643e-06,Low,0,2.458333333333333,0.6666666666666666,1.77,5.782608695652174,0.0,1,196,2024-12-31,P2 (Medium),Ops/SCM SPOC,Open,2026-05-10,Preventive fixes: improve discipline + monitor weekly,Penalty exposure + Moderate delivery delay,1.3049640350877192,2.739436092912448,0.37262179868969625,1,3,9,36.25,1634,0
V0057,Vendor_V0057,Infra,Delhi,49.56,Low,0.8802558763401372,Critical,1,3.083333333333333,0.6666666666666666,6.53,6.904761904761905,0.0476190476190476,2,304,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + Penalty exposure,1.7357809523809522,3.442819308545336,0.6900978473581214,0,2,10,37.75,1156,1
V0058,Vendor_V0058,Infra,Mumbai,63.04,Medium,0.0014950800352841786,Low,0,2.2916666666666665,0.6666666666666666,2.18,8.666666666666666,0.0666666666666666,2,82,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Penalty exposure + Moderate delivery delay,1.235121177944862,4.256697716894976,0.23364383561643834,0,11,8,34.291666666666664,1068,0
V0059,Vendor_V0059,Infra,Hyderabad,72.86,Medium,5.1919372425642255e-05,Low,0,2.2916666666666665,0.5416666666666666,3.42,4.875,0.0,2,681,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Penalty exposure + Moderate delivery delay,1.2848525062656642,2.402896575342466,1.0914657534246575,1,10,9,33.541666666666664,831,0
V0060,Vendor_V0060,Infra,Chennai,52.47,Medium,0.3529452337844724,Low,0,2.6666666666666665,0.7083333333333334,6.33,6.181818181818182,0.0454545454545454,2,685,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Penalty exposure + Moderate delivery delay,1.5744864661654134,3.18012702366127,1.3921793275217933,0,7,9,36.958333333333336,1802,0
V0061,Vendor_V0061,Infra,Pune,48.55,Low,0.6969393440901426,High,0,2.125,0.6666666666666666,7.68,7.0,0.1034482758620689,1,175,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Predicted deterioration risk + High rejection / quality risk,1.3309482456140351,3.652342938119981,0.40273972602739727,0,1,7,37.41666666666666,1625,1
V0062,Vendor_V0062,Infra,Mumbai,59.19,Medium,0.019596462485042133,Low,0,4.166666666666667,0.8333333333333334,3.6,6.045454545454546,0.0,1,488,2024-12-31,P2 (Medium),Ops/SCM SPOC,Open,2026-05-10,Preventive fixes: improve discipline + monitor weekly,Penalty exposure + Moderate delivery delay,2.180243107769424,2.9174468244084686,0.969922789539228,1,14,11,33.416666666666664,1404,0
V0063,Vendor_V0063,Services,Mumbai,50.65,Medium,0.24449026843858482,Low,0,2.083333333333333,0.625,6.81,6.827586206896552,0.1034482758620689,2,68,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Penalty exposure + Moderate delivery delay,1.2710606516290726,3.5497466225791214,0.15263863958431745,0,8,8,34.125,1803,0
V0064,Vendor_V0064,Infra,Bangalore,74.63,Medium,1.889488115789551e-06,Low,0,2.0,0.625,2.34,4.6923076923076925,0.0384615384615384,2,103,2024-12-31,P1 (High),Vendor Manager,Open,2026-04-10,Intervene within 30 days: stabilize plan + clear backlog,Penalty exposure,1.1016536340852132,2.3620434141201265,0.15889567966280296,0,3,8,35.333333333333336,1490,0
V0065,Vendor_V0065,Infra,Pune,48.18,Low,0.9399833562591136,Critical,1,3.6666666666666665,0.6666666666666666,6.65,6.25,0.0,3,380,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + Penalty exposure,2.006642857142857,2.990582191780822,0.7808219178082192,1,12,11,32.416666666666664,648,1
V0066,Vendor_V0066,OEM,Bangalore,48.69,Low,0.9137971503375535,Critical,1,3.125,0.5416666666666666,5.6,8.272727272727273,0.1363636363636363,2,708,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + Penalty exposure,1.7269442355889724,4.492561892901619,1.9256189290161896,0,12,11,35.166666666666664,1146,1
V0067,Vendor_V0067,Infra,Chennai,75.37,High,4.446967818882934e-06,Low,0,2.2916666666666665,0.625,2.35,5.7368421052631575,0.0,1,167,2024-12-31,P2 (Medium),Ops/SCM SPOC,Open,2026-05-10,Preventive fixes: improve discipline + monitor weekly,Penalty exposure + Moderate delivery delay,1.2372136591478697,2.7130765681326605,0.31497620764239365,1,13,8,33.958333333333336,1148,0
V0068,Vendor_V0068,Services,Mumbai,46.6,Low,0.9646662832342032,Critical,1,5.666666666666667,0.875,3.12,7.12,0.08,2,649,2024-12-31,P0 (Critical),Ops+SCM Head,Open,2026-03-18,War-room: Ops+SCM leadership review (weekly),Predicted deterioration risk + Severe delivery delay,2.8592641604010023,3.7359193424657535,1.5191934246575345,1,2,12,33.0,1377,1
